अ     a       
एक्स्प्लोरर       arksplorar      
एक्सफ़ोलीएटिंग aeksfoleeaeting 
एक्ज़िट      aekjit  
एकड़       aekarda 
एग  aeg     
एगप्लांट        aegplaant       
एगमोर aegmor  
एगलिट्      aeglit  
एगी       aegee   
एग्जाम      aegaam  
एग्नेस      aegnays 
एग्मोर      aegmor  
एग्रीकल्चर  aegreekalchar   
एग्रीकल्चरल       aegreekalcharal 
एग्रीगेटर     agreegater      
एग्रीमेंट     aegreemaynt     
एग्रो aegro   
एग्ज़िस्टंत्सियनलिज़म       aegzistansiyanlizam     
एचआइवी      aechaaeevee     
एचएएल aechaeael       
एचएसबीसी        aechaesbeecee   
एचटीटीपी        aechteeteepee   
एचडी    aechdee 
एचडीएफसी        aechdeeaefcee   
एचडीएमआई        aechdeeaemaaee  
एचपी    aechpee 
एचपीसीएल        aechpeeceeael   
एचबीओ aechbeeo        
एचसीएल      aechceeael      
एचिंग aeching 
एचीवमेंट        aecheevmaynt    
एच्छिक      aechchik        
एज  aej     
एजंट    aejant  
एजंसी aejancee        
एजन्ट aejant  
एजबेस्टन        aejbaystan      
एजाइल aejaael 
एजाज़    aejaaz  
एजिंग aejing  
एजुकेशन   aejukayshan     
एजुकेशनल        aejukayshanal   
एजूकेशन   aejukashan      
एजेंट aejaynt 
एजेंटों   aejanyon        
एजेंडा      aejayndaa       
एजेंडे      aejaynday       
एजेंसियाँ     aejaynsiyaan    
एजेंसियां     aejaynsiyaan    
एजेंसियों     aejaynsiyon     
एजेंसी      aejaynsee       
एजेन्ट      aejynt  
एजेन्टों        aejnaynton      
एजेन्सियों  aejaynsiyon     
एजेन्सी   aejaynsee       
एजोला aejolaa 
एझावा aejhaavaa       
एटकिंसन   aetkinsan       
एटम       aetam   
एटमी    aetmees 
एटलस    aetlas  
एटलांटा   aetlaantaa      
एटलांटिक        aetlaantik      
एटलेटिको        aetlatiko       
एटवुड aetvood 
एटा       aetaa   
एटी       aetee   
एटीआर aeteeaar        
एटीएम aeteeaem        
एटीपी aeteepee        
एटॉमिक      aetaaomik       
एटॉर्नी   aetaaornee      
एटोल    aetol   
एडगर    aedgar  
एडजस्ट      aedjast 
एडम       aedam   
एडमंड aedmand 
एडमिनिस्ट्रेटर      aedministraytar 
एडमिनिस्ट्रेशन      aedministraysan 
एडमिरल      aedmiral        
एडमिशन      aedmisan        
एडम्स aedmss  
एडलर    aedlar  
एडल्ट aedalt  
एडवर्ड      aedvard 
एडवर्ड्स        aedvards        
एडवांटेज        aedvaantayj     
एडवांस      aedvaans        
एडवांस्ड        aedvaansd       
एडविन aedvin  
एडवेंचर   aedvaynchar     
एडवेंचर्स     aedvaynchars    
एडवोकेट   aedvokayt       
एडाप्टर   aedaaptar       
एडिट    aedit   
एडिटर aeditar 
एडिटर्स   aeditars        
एडिटिंग   aediting        
एडिडास      aedidaas        
एडिनबरा   aedinbaraa      
एडिनबर्ग        aedinbarg       
एडिलेड      aedinlayd       
एडिशन aedishan        
एडिसन aedisan 
एडी       aedee   
एडीआर aedeeaar        
एडीए    aedeeae 
एडीएचडी   aedeeaehdee     
एडीज    aedeej  
एडीटर aedeetar        
एडीबी aedeebee        
एडीलेड      aedeelayd       
एडीशनल      aedeeshanal     
एडुकेशन   aedukayshan     
एडेड    aedayd  
एडेलवेइस        aedalvayes      
एडोब    aedob   
एडोल्फ      aedolf  
एड्नेक्सा     aednayksaa      
एड्रियन   aediriyan       
एड्रियाटिक  aedriyaatik     
एड्रेनालाईन       aedaraynaalaaeen        
एड्रेस      aedrays 
एड्वर्ड   aedvard 
एड्वेक्सन     aedvayksan      
एड्स    aedas   
एण्ड    aend    
एण्डरसन   aendarsan       
एत  aet     
एतदवधि      aetdvadhi       
एतद्    aetd    
एतद्द्वारा  aetddvaaraa     
एतना    aetnaa  
एतबार aetbaar 
एतमादपुर        aetmaadpur      
एतराज aetraaj 
एतराज़ aetraaz 
एतादृश      aetaadhsha      
एतान    aetaan  
एतिहासिक        aetihaasik      
एथनॉल aethnaaol       
एथलीट aethleet        
एथलीटों   aethleeton      
एथलेटिक   aethlaytik      
एथलेटिक्स     aethlaytiks     
एथिक्स      aethiks 
एथिल    aethil  
एथिलीन      aethileen       
एथीन    aetheen 
एथेंस aethayns        
एथेन    aethayn 
एधा       aedhaa  
एनआईआईटी        aenaaeeaaeetee  
एनआईटी      aenaaeetee      
एनआईपीईआर     aenaaeepeeeeaar 
एनईआर aeneeaar        
एनएएल aenaeael        
एनएच    aenaeh  
एनएचके      aenaehkay       
एनएम    aenaem  
एनएलपी      aenaelpee       
एनएसई aenaesee        
एनएसजी      aenaesjee       
एनएसडब्ल्यू       aenaesdblyoo    
एनकाउन्टर     aenkaauntar     
एनकोड aenkod  
एनकोडर      aenkodar        
एनकोडिंग        aenkoding       
एनक्रिप्शन  aenkripshan     
एनग्रेविंग  aengrayving     
एनजाइना   aenjaaeenaa     
एनटाइटेलमेंट    aentaaetaylmaynt        
एनटी    aentee  
एनटीटी      aenteetee       
एनटीपीसी        aenteepeecee    
एनडी    aendee  
एनडीए aendeeae        
एनडीटीवी        aendeeteevee    
एनफील्ड   aenfeeld        
एनबीए aenbeeae        
एनबीसी      aenbeecee       
एनरिक aenrik  
एनरिको      aenriko 
एनरॉन aenraaon        
एनर्जी      aenarjee        
एनवलप aenvalap        
एनवाई aenvaaee        
एनवायरनमेंट       aenvaayaranmaynt        
एनसाइक्लोपीडिया   aensaaeeklopeediyaa     
एनसीआर      aenceeaar       
एनसीईआरटी     aenceeeeaartee  
एनसीएए      aenceeaeae      
एनहाइड्राइड       aenhaaedrayad   
एना       aenaa   
एनाटॉमी   aenaaotmee      
एनामॉर्फिक  aenaamaaorfik   
एनालाइजर        aenaalaaejar    
एनालिसिस        aenaalisis      
एनालॉग      aenaaolog       
एनाल्जेसिक  aenaaljaysik    
एनिग्मा   aenigmaa        
एनिमल animal  
एनिमा aenimaa 
एनिमी aenimee 
एनिमेटेड        aenimaytayd     
एनिमेशन   aenimayshan     
एनिसेट      aenisayt        
एनीमा aeneemaa        
एनीमिया   aeneemiyaa      
एनीमेटेड        aeneemaytayd    
एनीमेशन   aeneemayshan    
एनेक्सी   aenayksee       
एनेस्थिसियोलॉजी   aenaysthisiyolaaogee    
एनेस्थेटिस्ट    aenasthaytist   
एनेस्थेसिया       aenaysthaysiyaa 
एनोटेशन   aenotayshan     
एनोरेक्सिया       aenorayksiyaa   
एन्कलेव   aenklayv        
एन्कोडिंग     aenkoding       
एन्क्रिप्ट  aenkript        
एन्क्रिप्टेड    aenkriptayd     
एन्क्रिप्शन       aenkripshan     
एन्क्लेव        aenklayv        
एन्जाइम   aenjaaem        
एन्टी aentee  
एन्टी aentee  
एन्ट्री   aentree 
एन्ड    aend    
एन्ड्रेस        aendrays        
एन्थनी      aenthanee       
एन्ना aennaa  
एन्नोर      aennor  
एन्साइक्लोपीडिया        aensaaeklopeediyaa      
एन्हिंगा        aenhingaa       
एन्ज़ाइम   aenzaaem        
एपर्चर      aenparchar      
एपिस    aepis   
एपिसोड      aepisod 
एपिसोडों        aepisodon       
एपीजे aepeejay        
एपीसोड      aepeesod        
एपेक्स      aepayks 
एपेटाइट   aepaytaaet      
एप्पल aeppal  
एप्रन aepran  
एप्रॉन      aepraaon        
एप्लाइड   aeplaaed        
एप्लिकेशन     aeplikayshan    
एप्लीकेशंस  aepleekayshans  
एप्लीकेशन     aepleekayshan   
एप्लेट      aeplayt 
एफआईआर      aefaaeeaar      
एफए       aefae   
एफटीपी      aefteepee       
एफडीए aefdeeae        
एफबीआई      aefbeeaaees     
एफसी    aefcee  
एफसीसी      aefceecee       
एफिल    aefil   
एफ्रो aefro   
एबल       aebal   
एबी       aebee   
एबीवी aebeevee        
एबीसी aebeecee        
एबेन    aebayn  
एबौम    aeboum  
एबौर    aebour  
एब्डायस   aebdaayas       
एब्बे aebbay  
एमआईटी      aemaaeetee      
एमआरआई      aemaaraaee      
एमएफ    aemaef  
एमएम    aemaem  
एमएमटीसी        aemaemteecee    
एमएल    aemael  
एमएलए aemaelae        
एमएस    aemaes  
एमएसएन      aemaesaen       
एमएससी      aemaescee       
एमकेआई      aemkayaaee      
एमजीआर      aemgeeaar       
एमजीएम      aemjeeaem       
एमटीएनएल        aemteeaenael    
एमटीपीए   aemteepeeae     
एमटीवी      aemteevee       
एमडी    aemdee  
एमनियोटिक     aemniotik       
एमनेस्टी        aemnaystee      
एमपी    aempees 
एमबीबीएस        aembeebeeaes    
एमरी    aemree  
एमवी    aemvee  
एमसी    aemcee  
एमसीए aemceeaes       
एमहारा      asemhaaraa      
एमा       aemaa   
एमिगा aemigaa 
एमिनेम      aeminaym        
एमिनो aemino  
एमिरेट्स        aemirayts       
एमिल    aemil   
एमिली aemilee 
एमी       aemee   
एमु       aemu    
एमुलेटर   aemulatar       
एमू       aemoo   
एमेच्योर        aemaychyor      
एम्परर      aemparar        
एम्परसेंड     aemparsaynd     
एम्पलीफायर  aempleefaayar   
एम्पायर   aempaayar       
एम्पीयर   aempeeyar       
एम्पेयर   aempayyar       
एम्पोरियम     aemporiyam      
एम्प्लिफायर       aemplifaayar    
एम्बर aembar  
एम्बुलेंस     aembulayns      
एम्बेड      aembayd 
एम्बेडेड        aembaydayd      
एम्सटर्डम     aemastardam     
एम्स्टर्डम  aemstardam      
एम्फ़ैटेमिन  aemfaitaymin    
एयर       aeyar   
एयरक्राफ्ट  aeyarkraft      
एयरटेल      aeyartayl       
एयरपोर्ट        aeyarport       
एयरपोर्ट्स  aeyarports      
एयरबस aeyarbas        
एयरबैग      aeyarbaigss     
एयरबोर्न        aeyarborn       
एयरमैन      aeyarmain       
एयरलाइंस        aeyarlaaens     
एयरलाइन   aeyarlaaen      
एयरलाइनर        aeyarlaaenar    
एयरलाइनों     aeyarlaaeenon   
एयरलाइन्स     aeyarlaaens     
एयरलाईन्स     aeyarlaaeens    
एयरवेज      aeyarvayj       
एयरवेज़      aeyarvayz       
एयरसेल      aeyarsayl       
एयरो    aeyaro  
एयरोनॉटिक्स       aeyaronaaotiks  
एयरोस्पेस     aerospays       
एर  aer     
एरंड    aerand  
एरण्ड aerand  
एरनाकुलम        aeranaakulam    
एरर       aerar   
एरर्स aerars  
एरा       aeraa   
एरिक    aerika  
एरिका aerikaa 
एरिक्सन   aeriksan        
एरिजोना   aerijonaa       
एरिथ्रोसाइट       aerithrosaaet   
एरियन aeriyan 
एरियल aeriyal 
एरिया aeriyaa 
एरियाना   aeriyaanaa      
एरिज़ोना   aerizonaa       
एरीजोना   aereejonaa      
एरीना aereenaa        
एरे       aeray   
एरेना aeraynaa        
एरो       aero    
एरोन    aeron   
एरोबिक      aerobik 
एरोविलय   aerovilay       
एरोस्टैट्     aerostait       
एरोस्मिथ        aerosmith       
एर्ग    aerg    
एर्नाकुलम     aernaakulam     
एर्न्स्ट        aensrt  
एलईडी aeleedee        
एलएचसी      aelaehcee       
एलएलपी      aelaelpee       
एलएलसी      aelaelcee       
एलची    aelchee 
एलजी    aeljees 
एलटीटीई   aelteeteeee     
एलडीएल      aeldeeael       
एलन       aelan   
एलपी    aelpee  
एलपीजी      aelpeejee       
एलबम    aelbam  
एलबीडब्ल्यू       aelbeedablyoo   
एलबेट्रॉस     aelbaytraaos    
एलम       aelam   
एलरजेन      aelarjayn       
एलर्जिक   alerjik 
एलर्जी      aelarjee        
एलर्ट aelart  
एला       aelaa   
एलान    aelaan  
एलायंस      aelaayans       
एलिजा aelijaa 
एलिजाबेथ        aelijaabath     
एलिन    aelin   
एलिमेंट   aelimaynt       
एलिमेंट्स     aelimatnts      
एलियंस      aeliyans        
एलियट aeliyat 
एलियन aeliyan 
एलियास      aeliyaas        
एलिवेटर   aelivaytar      
एलिस    aelis   
एलिसन aelisan 
एलिसा aelisaa 
एलिस्टेयर     aelistayyar     
एलिज़ाबेथ        aelizaabayth    
एलीना aeleenaa        
एलीनोर      aeleenor        
एलीफेंटा        aeleefayntaa    
एलील    aeleel  
एलीसन aeleesan        
एले       aelay   
एलेक    aelayk  
एलेक्जेंडर  aelaykjayndar   
एलेक्ट्रान  aelayktraan     
एलेक्ट्रानिक    aelayktraanik   
एलेक्ट्रानिकी aelayktraanikee 
एलेक्ट्रॉन  aelayktraaon    
एलेक्ट्रॉनिक    aelayktraaonik  
एलेक्ट्रॉनिकी aelayktraaoniki 
एलेक्स      aeleyks 
एलेन    aelayn  
एलेम्बिक        aelaymbik       
एलोपैथिक        aelopaithik     
एलोपैथी   aelopaithee     
एलोरा aeloraa 
एल्क    aelk    
एल्कोहॉल        aelkohaaol      
एल्गिन      aelgin  
एल्गोरिथम     aelgoritham     
एल्गोरिदम     aelgoridam      
एल्टन aeltan  
एल्डर aeldar  
एल्डिहाइड     aeldihaaed      
एल्पाइन   alpaaen 
एल्बम aelbam  
एल्बर्ट   aelbart 
एल्बो aelbo   
एल्मर aelmar  
एल्युमिनियम       aeluminiyam     
एल्युमीनियम       aelumeeniyam    
एल्यूमिना     aelyoominaa     
एल्यूमिनियम       aelyoominiyam   
एल्यूमीनियम       aelyoomeeniyam  
एल्लोरा   aelloraa        
एल्वर aelvar  
एल्विन      aelvin  
एल्विस      aelvis  
एल्स    aels    
एव  aev     
एवँ       aevn    
एवं       aevam   
एवज       aevaj   
एवजी    aevjee  
एवम       aevam   
एवम्    aevam   
एवर       aevar   
एवरग्रीन        aevargreen      
एवरी    aevree  
एवरेज aevrayj 
एवरेस्ट   aevrayvest      
एवर्ट aevart  
एवर्टन      aevartan        
एवलिन aevlin  
एवा       aevaa   
एवार्ड      aevaard 
एविएटर      aevaetar        
एविएशन      aeviaeshan      
एविडेंस   aevidayns       
एवियन aeviyan 
एवियोनिक्स  aeviyoniks      
एविल    aevil   
एवज़ी    aevzee  
एशले    aeshalay        
एशिक    aeshik  
एशियन aeshiyan        
एशिया aeshyaa 
एशियाई      aeshiyaaee      
एशियाटिक        aeshyaatik      
एशियायी   aeshiyaayee     
एशियावासी     aeshiyaavaasee  
एशेज    aeshayj 
एश्ले aeshlay 
एष  aesh    
एसआर    aesaar  
एसईसी aeseecee        
एसए       aesae   
एसएम    aesaem  
एसएससी      aesaescee       
एसके    aeskay  
एसटी    aestee  
एसटीडी      aesteedee       
एसपी    aespee  
एसपीएफ़      aespeeaef       
एसबीआई      aesbeeaaee      
एसयू    aesyoo  
एसयूवी      aesyoovee       
एससी    aescee  
एससीआर      aesceeaar       
एसा       aesitaael       
एसिटाइल   aesitaael       
एसिटिक      aesitik 
एसिटिलीकरण  aesitilikarand  
एसिटिलीन        aesitileen      
एसिटैल      aesitail        
एसिड    aesid   
एसिडिटी   aesiditee       
एसीटिलीन        aeseetileen     
एसीटेट      aeseetayt       
एसीटोन      aeseeton        
एसीटोनमेह     aeseetonmayh    
एसीपी aeceepee        
एसीयनअ      aeceeyana       
एसीसी aeceecee        
एसे       aesay   
एसेक्स      aesayks 
एसेम्बली        aesaymbalee     
एसेसमेंट        aesaysmaynt     
एसैक्स      aessaiks        
एसोप    aesop   
एसोसिएट   aesosiaet       
एसोसिएटेड     aesosiaetayd    
एसोसिएट्स     aesosiaets      
एसोसिएशन        aesosiaeshan    
एसोसियेशन     aesosiyayshan   
एस्कर aeskar  
एस्कालोप        aeskaalop       
एस्किमो   aeskimo 
एस्केप      aeskayp 
एस्केलेटर     aeskaylaytar    
एस्केलेटेर  aeskaylaytayr   
एस्कॉर्ट्स  aeskaaorts      
एस्कोबार        aeskobaar       
एस्क्रितुअ  aeskritua       
एस्टन aestan  
एस्टर aestar  
एस्टरीकरण     aestreekaran    
एस्टेट      aestayt 
एस्टोनिया     aestoniyaa      
एस्टोनियाई  aestoniyaaee    
एस्ट्रैगन     aestraigan      
एस्ट्रो   aestro  
एस्ट्रोजन     aestrojan       
एस्ट्रोजेन  aestrojayn      
एस्ट्रोजेन  aestrojayn      
एस्तोनिया     aestoniyaa      
एस्पिरिन        aespirin        
एस्पिरीन        aespireen       
एस्पेन      aespayn 
एस्पेरान्तो       aespayraanto    
एस्प्रिट        aesprit 
एस्प्रेसो     aespraso        
एस्फाल्ट        aesfaalt        
एस्बेस्टस     aesbaysts       
एस्सार      aessaar 
एहतियात   aehtiyaat       
एहतियाती        aehtiyaatee     
एहद       aehd    
एहसान aehsaan 
एहसानमंद        aehsaanmand     
एहसानमन्द     aehsaanmand     
एहसास aehsaas 
एहि       aehi    
एही       aehee   
एहोय    aehoy   
एज़्टेक      aeztayk 
एड़  aerd    
एड़वान्टेज     aerdvaantayj    
एड़ियों      aerdiyon        
एड़ी       aerdee  
एफ़टीपी      aefteepee       
एफ़बीआई      aefbeeaaee      
एफ़र्ट aefart  
एफ़िल    aefil   
ऐंकर    aeinkar 
ऐंगल    aeingal 
ऐंग्लिकन        aeinglikan      
ऐंग्लो      aenglo  
ऐंग्स्ट्रम  aengstram       
ऐंटिना      aeintinaa       
ऐंटीमनी   aeinteemanee    
ऐंठ       aeinth  
ऐंठकर aeinthkar       
ऐंठन    aeinthan        
ऐंठना aeinthanaa      
ऐंठा    aeinthaa        
ऐंड       aeind   
ऐंडरसन      aeindarsan      
ऐंड्रू      aeindroo        
ऐंद्र aeindr  
ऐंद्रिय   aeindriya       
ऐंप्यूल   aeimpyool       
ऐंबर    aeimbar 
ऐंबुलेंस        aeimbulayns     
ऐंफ़ेटमीन        aeimfaytmeen    
ऐकरौन aikroun 
ऐकरौनी      aikrounee       
ऐकांतिक   aikaantik       
ऐकिक    aikik   
ऐकिसन aikisan 
ऐक्ट    aikt    
ऐक्टन aiktan  
ऐक्टर aeiktar 
ऐक्टिंग   aeikting        
ऐक्टिनाइड     aektinaaed      
ऐक्टिनोग्राम    aiktinograam    
ऐक्टिनोग्राफ़    aiktinograaf    
ऐक्टिनोपौड  aiktinopoud     
ऐक्टिनोमीटर       aiktinomeeteer  
ऐक्टिनौइड     aiktinoued      
ऐक्टिव      aiktiv  
ऐक्टीनियम     aikteeniyam     
ऐक्ट्रेस        aiktrays        
ऐक्ट्स      aikts   
ऐक्य    aiky    
ऐक्रिलन   aikrilan        
ऐक्रिलिक        aikrilik        
ऐक्रोलीन        aikroleen       
ऐक्वा aikvaa  
ऐक्शन aikshan 
ऐक्स    aiks    
ऐक्सेस      aiksays 
ऐक्ज़िरौफ़्थौल    aikziroulfthoul 
ऐच्छिक      aichchik        
ऐज  aij     
ऐजंसियों        aijansiyon      
ऐड  aid     
ऐडम       aidam   
ऐडमिनिस्ट्रेटर      aidministraytar 
ऐडमिनिस्ट्रेशन      aidministrayshan        
ऐडमिरल      aidmiral        
ऐडम्स aidms   
ऐडविल aidvil  
ऐडसेंस      aidsayns        
ऐडिनीन      aidineen        
ऐडिसन aidisan 
ऐडी       aidee   
ऐडोनिक      aidonik 
ऐड्रेसोग्राफ़    aidraysograaf   
ऐतराज aitraaj 
ऐतराज़ aitraaz 
ऐतरेय aitrayy 
ऐतिहासिक        aitihaasik      
ऐतिहासिकता  aitihaasiktaa   
ऐनक       ainak   
ऐना       ainaa   
ऐनाबीना   ainaabeenaa     
ऐनिमे ainimay 
ऐनिमोन      ainimon 
ऐनी       ainee   
ऐन्चोवी   ainchovee       
ऐन्टेना   aintaynaa       
ऐन्ड    aind    
ऐन्द्रजालिक       aindrajaalik    
ऐन्द्रिक        aindrik 
ऐन्यूरा   ainyooraa       
ऐपल       aipal   
ऐप्लीके   aipleekay       
ऐप्लीकेशन     aipleekayshan   
ऐप्स    aips    
ऐब  aib     
ऐबक       aibak   
ऐबे       aibay   
ऐबेंपियर        aimbaypiyar     
ऐबेम्प      aimbaymp        
ऐब्टाबाद        aibtaabaad      
ऐब्स    aibs    
ऐम  aim     
ऐमीटर aimeetar        
ऐम्परसैंड     aimparsaind     
ऐम्पियर   aimpiyar        
ऐम्प्लीफ़ायर       aimpleefaayar   
ऐम्बुलेंस     aimbulayns      
ऐम्स्टर्डैम       aimstardaim     
ऐयारी aiyaaree        
ऐयाशी aiyaashee       
ऐरावत airaavat        
ऐरावती      airaavatee      
ऐरे       airay   
ऐरोनॉटिक्स  aironaaotiks    
ऐल  ail     
ऐलकोहल      ailkohal        
ऐलन       ailan   
ऐलबम    ailbam  
ऐलम       ailam   
ऐलर्जी      ailarjee        
ऐलान    ailaan  
ऐलिस    ailis   
ऐली       ailee   
ऐलुमिनियम     ailuminiyam     
ऐले       ailay   
ऐल्कोहल   ailkohal        
ऐल्कोहॉल        ailkohaaol      
ऐल्डौल      aildoul 
ऐल्प्स      ailps   
ऐल्बम ailbam  
ऐल्बेट्रॉस  ailbaytraaos    
ऐल्युमिना     ailyuminaa      
ऐल्युमिनियम       ailyuminiyam    
ऐल्युमीनियम       ailyumeeniyam   
ऐल्यूमिनियम       ailyoominiyam   
ऐल्वा ailvaa  
ऐल्फ़ा ailfaa  
ऐश  aisha   
ऐशट्रे      aishatray       
ऐशबाग aishbaag        
ऐश्वर्य   aishvarya       
ऐश्वर्यशाली       aishvaryashaalee        
ऐश्वर्यहीन  aishvaryaheen   
ऐश्वर्या        aishvaryaa      
ऐस  ais     
ऐसा       aisaa   
ऐसिटाइल   aisitaael       
ऐसिड    aisid   
ऐसिडोफ़ाइल     aisidofaael     
ऐसिडोफ़िल        aisidofil       
ऐसिडोफ़िलीय  aisidofileeya   
ऐसी       aisee   
ऐसीटिक      aiseetik        
ऐसीटेट      aiseetayt       
ऐसीटोन      aiseeton        
ऐसे       aisay   
ऐसो       aiso    
ऐसोसिएशन        aisosiashan     
ऐस्किनैंथस  aiskinainthas   
ऐस्कीई      aiskeeee        
ऐस्टर aistar  
ऐस्प    aisp    
ऐस्पैरागस     aispairaagas    
ऐस्बेटस   aisbaytas       
ऐस्बेस्टसिस       aisbaystsis     
ऐहलौकिक   aihloukik       
ऐहिकता      aihikataa       
ऐहोल    aihol   
ऐज़  aiz     
ऐफ़्रो aifro   
ऑ     aau     
ऑंख       aaunkh  
ऑंधी    aaundhee        
ऑइल       aauel   
ऑक  aauk    
ऑकलैंड      aauklaind       
ऑक्टेन      aauktayn        
ऑक्टोपस   aauktopas       
ऑक्सफोर्ड     aauksford       
ऑक्सब्रिज     aauksabrij      
ऑक्साइड   aauksaaed       
ऑक्साइडों     aauksaaedon     
ऑक्सिजन   aauksijan       
ऑक्सिडेंटल  aauksidayntal   
ऑक्सीकरण        aaukseekarand   
ऑक्सीकारक     aaukseekaarak   
ऑक्सीकृत        aaukseekrat     
ऑक्सीजन   aaukseejan      
ऑक्सीजीव        aaukseejeev     
ऑक्सीटोसिन  aaukseetosin    
ऑक्सीडेंट     aaukseesaynt    
ऑक्सीबेन्ज़ीन    aaukseebaynzeen 
ऑक्सौन      aauksoun        
ऑक्स्फ़ोर्ड  aauksford       
ऑक्सफ़र्ड        aauksfard       
ऑक्सफ़ोर्ड     aauksford       
ऑटम       aautam  
ऑटो       aauto   
ऑटोनोमिक        aautonomik      
ऑटोमेटेड        aautomaytayd    
ऑटोमेशन   aautomayshan    
ऑटोमैट      aautomait       
ऑटोमैटिक        aautomaitik     
ऑटोमोटिव        aautomotiv      
ऑटोमोबाइल     aautomobaael    
ऑटोरिक्शा     aautorikshaa    
ऑडिटर aauditar        
ऑडिटिंग   aauditing       
ऑडियो aaudiyo 
ऑडिशन aaudishan       
ऑडी       aaudee  
ऑड्रे aaudray 
ऑथरिंग      aauthrig        
ऑथोरिटी   aauthoritee     
ऑनर्स aaunars 
ऑनलाइन      aaunlaaen       
ऑनलाईन      aaunlaaeen      
ऑनस्क्रीन     aaunskreen      
ऑन्कोलॉजी     aaunkolaaujee   
ऑप  aaup    
ऑपरेट aaoprayt        
ऑपरेटर      aaupraytar      
ऑपरेटरों        aaupraytaron    
ऑपरेटर्स        aaupraytars     
ऑपरेटिंग        aauprayting     
ऑपरेटिव   aaupraytive     
ऑपरेशंस   aauprayshans    
ऑपरेशन      aauorayshan     
ऑपरेशनल   aauprayshanal   
ऑपरेशनों        aauprayshanon   
ऑपरेशन्स        aauprayshans    
ऑपेरा aaupayraa       
ऑपोज़म aaupozam        
ऑप्टिक      aauoptik        
ऑप्टिकल   aauptikal       
ऑप्टिक्स        aauptiks        
ऑप्शन aaupshan        
ऑफ  aauf    
ऑफर       aaufar  
ऑफलाइन      aauflaaens      
ऑफसेट aaufsayt        
ऑफिशियल   aafishiyal      
ऑफिस    aafis   
ऑफिसर aafisar 
ऑफिसियल   aafisiyal       
ऑब  aab     
ऑबर्न aabarn  
ऑब्जेक्ट        aabjekt 
ऑब्जेक्टिव  aabjektiv       
ऑब्जेक्ट्स  aabjekts        
ऑमलेट aamlet  
ऑयल       aayal   
ऑरलैंडो   aarlaindo       
ऑरवेल aarvel  
ऑरिगैनो   aarigaino       
ऑरेंज aarenj  
ऑरेकल aarekal 
ऑरेगॉन      aaregaan        
ऑर्किड      aarkid  
ऑर्कुट      aarkut  
ऑर्केस्ट्रा       aarkestraa      
ऑर्ग    aarg    
ऑर्गन aargan  
ऑर्गनाइजेशन       aarganaaijeshan 
ऑर्गेनाइजेशन    aargenaaijeshan 
ऑर्डर aardar  
ऑर्डिनल्स     aardinals       
ऑर्थोडॉक्स  aarthodaaks     
ऑर्बिट      aarbit  
ऑर्बिटर   aarbitar        
ऑल  aal     
ऑलंपिक      aalampik        
ऑलराउंडर        aalaraundar     
ऑलिवर aalivar 
ऑल्टो aalto   
ऑवर       aavar   
ऑस्कर aaskar  
ऑस्टिन      aastin  
ऑस्टियोपोरोसिस      aastiyoporosis  
ऑस्टेन      aasten  
ऑस्ट्रिया     aastriyaa       
ऑस्ट्रियाई  aastriyaai      
ऑस्ट्रेलियन       aastreliyan     
ऑस्ट्रेलिया       aastreliyaa     
ऑस्ट्रेलियाई    aastreliyaai    
ऑस्ट्रेलेशिया aastreleshiyaa  
ऑस्ट्रो   aastro  
ऑज़ार्क      aazaark 
ऑफ़िसर aafisar 
ओं  on      
ओंकार onkar   
ओंकारनाथ        onkaarnaath     
ओंकारा      onkaraa 
ओंकारेश्वर  onkaareshavar   
ओंकोजीन   onkojeen        
ओंटारियो        ontaariyo       
ओंठ       onth    
ओंठों onthon  
ओआरजी ORG     
ओइलर    oilar   
ओईसीडी      oisedee 
ओऍस       OS      
ओएनजीसी   ONGC    
ओएस       OS      
ओएसिस oesis   
ओक  ok      
ओकटाइन      okataain        
ओकटेट okatet  
ओकना    okanaa  
ओकर       okar    
ओकलाहोमा        okalahomaa      
ओकलैंड      oklaind 
ओकल्टीज़्म     okalteezm       
ओका       okaa    
ओकिनावा   okinavaa        
ओकुलर okular  
ओके       oke     
ओक्लाहोमा     oklahomaa       
ओक्स    oks     
ओखला    okhalaa 
ओखली    okhalee 
ओखा       ohkaa   
ओगारना      ogaranaa        
ओघ  ogh     
ओचित्यपूर्ण       ochityapoorna   
ओछा       ochaa   
ओछापन ochaapan        
ओज  oj      
ओजना    ojanaa  
ओजपूर्ण   ojapoorn        
ओजस       ojas    
ओजस्विता        ojasvitaa       
ओजस्विनी        ojasvinee       
ओजस्वी      ojasvee 
ओजहीन ojaheen 
ओजोन    ojon    
ओजोनियम   ojoniyam        
ओझ  ojha    
ओझल       ojhal   
ओझा       ojhaain 
ओझाइन ojhaain 
ओझड़ी    ojhadee 
ओट  ot      
ओटना    otanaa  
ओटनी    otanee  
ओटागो otaago  
ओटावा otavaa  
ओटिटिस      otitis  
ओटी       oti     
ओटो       oto     
ओटोमन otoman  
ओट्टो otto    
ओठ  oth     
ओड  od      
ओडिया odiyaa  
ओडिशा odishaa 
ओडिसी odisee  
ओडीआई odeaai  
ओडीशा odeshaa 
ओडोमीटर   odomeetar       
ओढना    odhanaa 
ओढनी    odhanee 
ओणम       osham   
ओतप्रोत   otaprot 
ओथडोटिस   othadotis       
ओदन       odan    
ओदा       odaa    
ओध  odh     
ओधे       odhe    
ओन  on      
