अ     A
उत्तरापेक्षी    Uttrapekshi
उत्तरायण        Uttrayan
उत्तरायणी     Uttrayani
उत्तरार्द्ध       Uttraardh
उत्तरार्ध     Uttraadh
उत्तरावस्था       Uttravastha
उत्तरासंग     Uttrasang
उत्तरी      Uttari
उत्तरीअमेरिका Uttriamerica
उत्तरीय   Uttriya
उत्तरों   Uttaro
उत्तरोतर        Uttrotar
उत्तरोत्तर  Uttrottar
उत्तरोत्तरत्वरित        Uttrottartavrit
उत्तल Uttal
उत्तलता   Uttalta
उत्ताल      Uttal
उत्तीर्ण        Uttiran
उत्तुंग   Uttung
उत्तुंगताभीति Uttungtabhiti
उत्तेजक   Uttejak
उत्तेजकता     Uttejakta
उत्तेजनशील  Uttejansheel
उत्तेजनशीलता    Uttejansheelta
उत्तेजना        Uttejna
उत्तेजनाओ     Uttejnao
उत्तेजनाओं  Uttejnaoo
उत्तेजनापूर्ण Uttejnapuran
उत्तेजनापूर्वक      Uttejnapurvak
उत्तेजनामय  Uttejnamay
उत्तेजनाहीन       Uttejnaheen
उत्तेजनीय     Uttejneya
उत्तेजित        Uttejit
उत्तोलक   Uttolak
उत्तोलन   Uttolan
उत्तोलनसाधन       Uttolansadhan
उत्थंभ      Utthamab
उत्थान      Utthan
उत्थापक   Utthapak
उत्थापन   Utthapan
उत्थापित        Utthapit
उत्पति      Uttpti
उत्पत्ति        Uttpati
उत्पत्तिकार       Uttpatikar
उत्पत्तिमूलक    Uttpatimulak
उत्पत्तिस्थान Uttpatistan
उत्पन्न   Uttpan
उत्पन्ना        Uttpana
उत्परिवर्तजन    Uttprivartajan
उत्परिवर्तन       Uttparivartan
उत्परिवर्तनों Uttparvartano
उत्परिवर्ती       Uttparivarti
उत्पल Uttpal
उत्पाटित        Uttpatith
उत्पात      Uttpat
उत्पाती   Uttpati
उत्पाद      Uttpadh
उत्पादक   Uttpadak
उत्पादकता     Uttpadakta
उत्पादकों     Uttpadko
उत्पादन   Uttpadan
उत्पादनकर्ता    Uttpadankarta
उत्पादनों     Uttpadno
उत्पादित        Uttpadith
उत्पादिता     Uttpadita
उत्पादों        Uttpado
उत्पाद्य        Uttpadh
उत्पीडन   Uttpedan
उत्पीड़क   Uttpeedak
उत्पीड़कता     Uttpeedakta
उत्पीड़न   Uttpeedan
उत्पीड़ित        Uttpeedit
उत्प्रवण        Uttpravan
उत्प्रवास     Uttpravas
उत्प्रवासन  Uttpravasan
उत्प्रेक्षा       Uttpeksha
उत्प्रेरक     Uttprerak
उत्प्रेरकों       Uttprerako
उत्प्रेरण     Uttpreran
उत्प्रेरित  Uttprerit
उत्प्लव   Uttpalav
उत्प्लावक     Uttplaavak
उत्प्लावकता       Uttplaavakta
उत्प्लावन     Uttplaavan
उत्फुल्लता  Uttphulta
उत्स    Uttas
उत्संग      Uttsang
उत्संगित        Uttsangit
उत्संस्करण  Uttsanskaran
उत्सरण      Uttsaran
उत्सर्ग   Uttsarg
उत्सर्गी        Uttsargi
उत्सर्जक        Uttsarjak
उत्सर्जन        Uttsarjan
उत्सर्जनीय  Uttsarjaniya
उत्सर्जित     Uttsarjit
उत्सर्जी        Uttsarji
उत्सर्पी        Uttsarpi
उत्सव Utsav
उत्सवी      Utsavi
उत्सवों   Utsavo
उत्सागनि        Utsagini
उत्सादन   Utsadan
उत्साह      Utsaah
उत्साहजनक     Utsaahjanak
उत्साहपूर्ण       Utsaahpuran
उत्साहपूर्वक    Utsaahpurvak
उत्साहभंग     Utsaahbhang
उत्साहयुक्त       Utsaahyukt
उत्साहवर्धक       Utsaahvardhak
उत्साहवर्धन       Utsaahvardhan
उत्साहशील     Utsaahsheel
उत्साहहीन     Utsaaheen
उत्साहित        Utsaahit
उत्साही   Utsaahi
उत्सुक      Utsuk
उत्सुकता        Utsukta
उत्सुकतापूर्ण Utsuktapuran
उत्सुकतावश  Utsuktavash
उत्सेध      Utsedh
उथल       Uthal
उथलपुथल   Uthalputhal
उथला    Uthla
उथली    Uthli
उथले    Uthle
उद  Udh
उदंड    Udand
उदंतिका   Udantika
उदगम    Udgam
उदगार Udgaar
उदग्र Udgar
उदग्रता   Udgarta
उदघाटन      Udgathan
उदजन    Udjann
उदबोधन      Udbodhan
उदभव    Udbhav
उदभेदन      Udbedhan
उदय       Uday
उदयगिरि   Udaygiri
उदयन    Udayan
उदयपुर      Udaypur
उदयपुरी   Udaypuri
उदयरामपुर     Udayrampur
उदयसिंह   Udaysingh
उदयाचल      Udayachal
उदर       Udar
उदरगर्त   Udargart
उदरशूल      Udarshool
उदरसंधान        Udarsandhan
उदरहीन      Udarheen
उदरीय Udareya
उदवायी      Udvayi
उदश्रु      Udshru
उदहारण      Udharan
उदात्त      Udaat
उदात्तता        Udaatta
उदान    Udaan
उदार    Udaar
उदारचरित        Udaarcharit
उदारता      Udaarta
उदारतापूर्ण       Udaartapuran
उदारतापूर्वक    Udaartapurvak
उदारतावाद     Udaartavad
उदारतावादी  Udaartavadi
उदारपंथी        Udaarpanthi
उदारमना   Udaarmna
उदारवाद   Udaarvad
उदारवादियों       Udaarvadiyo
उदारवादी        Udaarvadi
उदारहण      Udarahan
उदारीकरण        Udarikaran
उदास    Udaas
उदासी Udaasi
उदासीन      Udaaseen
उदासीनता        Udaseenta
उदासीनतापूर्वक      Udaseentapurvak
उदासीनीकरण  Udaseenekaran
उदाहरण      Udaharan
उदाहरणतः        Udaharanta
उदाहरणस्वरूप    Udaharansavroop
उदाहरणात्मक       Udaharanatmak
उदाहरणार्थ  Udaharanarth
उदाहरणों        Udaharno
उदिक    Udik
उदित    Udit
उदीयमान   Udiyamaan
उदुंबर      Udumbar
उदेश्य      Udesh
उद्       Uddh
उद्कीर्ण        Uddhkeeran
उद्गम Uddnam
उद्गाता   Udanta
उद्गार      Udnaar
उद्गारों        Udnaaro
उद्ग्रहण        Udgrahan
उद्ग्रहित     Udgrahit
उद्घर्षण        Udhshran
उद्घाटन   Udghatan
उद्घाटनात्मक    Udghatnatmak
उद्घाटित        Udghatit
उद्घोष      Udgosh
उद्घोषक   Udghoshak
उद्घोषणा        Udghoshna
उद्घोषित        Udghoshit
उद्दंड      Uddhand
उद्दंडता        Uddhandta
उद्दंडतापूर्ण Uddhandtapuran
उद्दर्शन        Uddarshan
उद्दाम      Uddam
उद्दीपक   Uddeepak
उद्दीपन   Uddeepan
उद्दीप्त        Uddepat
उद्देश      Uddesh
उद्देशिका     Uddeshika
उद्देश्य        Uddeshya
उद्देश्यपूर्ण uddeshyapuran
उद्देश्यवाद       Uddeshyavad
उद्देश्यवादी    Uddeshyavadi
उद्देश्यहीन       Uddeshyaheen
उद्देश्यहीनता Uddeshyaheenta
उद्देश्यों  Uddeshyo
उद्धत Udhat
उद्धतता   Udhatta
उद्धरण      Udharan
उद्धरणचिह्न       Udharanchin
उद्धरणिका     Udharnika
उद्धरणीय        Udharniya
उद्धरणों        Udhrano
उद्धव Uddhav
उद्धार      Udhar
उद्धारक   Udharak
उद्धारकर्ता       Udharkarta
उद्धृत      Udhdrit
उद्धेश्य        Udheshya
उद्बंधित        Udbandhit
उद्बोधन   Udbodhan
उद्भव Udbhav
उद्भवन      Udbhawan
उद्भावन   Udbhaawan
उद्भावना        Udbhawna
उद्भूत      Udbhoot
उद्भूति   Udbhooti
उद्भेद      Udbedh
उद्भेदन   Udbedhan
उद्भ्रम   Uddbram
उद्यत Udhat
उद्यम Udham
उद्यमशीलता  Udhamsheelta
उद्यमिता        Udhamita
उद्यमियों     Udhmiyo
उद्यमी      Udhmi
उद्यमों   Udhmo
उद्यान      Udhan
उद्यानकृषक  Udhankrishak
उद्यानकृषि  Udhankrishi
उद्यानस्थल  Udhanstal
उद्यानिकी     Udhaniki
उद्यानों        Udhano
उद्योग      Udhog
उद्योगतंत्र       Udhogtantar
उद्योगतंत्रवादी   Udhogtantarvadi
उद्योगपति     Udhogpati
उद्योगपतियों    Udhogpatiyo
उद्योगवाद     Udhogvad
उद्योगव्यापी    Udhogvyapi
उद्योगशाला  Udhogshala
उद्योगिता     Udhogta
उद्योगों        Udhogo
उद्वह Udvah
उद्वहन      Udvahan
उद्विग्न        Udvigan
उद्विग्नतः  Udviganta
उद्विग्नतापूर्वक        Udvigantapurvak
उद्वेग      Udveg
उद्वेगकर        Udvegkar
उद्वेगकारी  Udvegkari
उद्वेगजनक     Udvegjanak
उद्वेलन   Udvelan
उद्वेलित        Udvelit
उधम       Udham
उधमपुर      Udhampur
उधमसिंह   Udhamsingh
उधमसिंहनगर  Udhamsinghnagar
उधमी    Udhmi
उधर       Udhar
उधार    Udhaar
उधारकर्ता     Udhaarkarta
उधारकर्ताओं       Udharkartaao
उधारदाता        Udhardata
उधारदाताओं  Udhardatao
उधारना      Udharna
उधारी Udhari
उधेड़ना      Udhedna
उधेड़बुन   Udhedbun
उधड़न    Uddan
उधड़ना Uddadna
उन  Unn
उनक       Unnak
उनका    Unka
उनकि    Unki
उनकी    Unki
उनके    Unke
उनको    Unko
उनकों Unkoo
उनतीस Untees
उनने    Unne
उनपर    Unpar
उनमे    Unmai
उनमें Unmay
उनलोगों   Unlogo
उनसठ    Unsath
उनसे    Unse
उनहे    Unhe
उनहोंने   Unhone
उना       Una
उनासी Unnasi
उनींद Uneend
उनींदा      Uneenda
उनींदापन        Uneendapan
उनींदी      Uneendi
उन्नत Unnat
उन्नतांश        Unnatansh
उन्नति      Unnati
उन्नतिशील     Unnatisheel
उन्नतिशीलता       Unnatisheelta
उन्नतोदर        Unntodar
उन्नमनी   Unnmani
उन्नयन      Unnyan
उन्नाव      Unnav
उन्निद्र        Unnidar
उन्नी Unnii
उन्नीकृष्णन       Unniikrishnan
उन्नीत      Uneet
उन्नीस      Unees
उन्नीसवाँ     Uneesvaa
उन्नीसवां     Uneesva
उन्नीसवी        Unisavi
उन्नीसवीं     Unisavi
उन्मंडल   Unmandal
उन्मत Unmat
उन्मत्त   Unmatt
उन्मत्तता     Unmatta
उन्मत्तालय  Unmatalya
उन्माद      Unmaad
उन्मादपूर्ण       Unmaadpuran
उन्मादी   Unmaadi
उन्मार्गी     Unmargi
उन्मुक्त        Unmukat
उन्मुक्तता  Unmukata
उन्मुख      Unmukh
उन्मुखता        Unmukhta
उन्मुखीकरण  Unmukhikaran
उन्मूलक   Unmulak
उन्मूलन   Unmulan
उन्मूलनवाद  Unmulanwad
उन्मूलनवादी       Unmulanwadi
उन्मूलनीय     Unmulaniya
उन्मोचन   Unmochan
उन्ह    Unah
उन्ही Unhi
उन्हीं      Unhii
उन्हे Unhe
उन्हें      Unhe
उन्हैं      Unhee
उन्हों      Unhee
उन्होंने        Unhone
उन्होंनें     Unhonee
उन्होने   Unhone
उन्होनें        Unhone
उप  Up
उपअपराध   Upapradh
उपकंठ Uppkanth
उपकक्ष      Uppkaksh
उपकथा Upkatha
उपकथानक   Upkathanak
उपकप्तान        Upkaptaan
उपकर    Upkar
उपकरण Upkaran
उपकरणो      Upkarno
उपकरणों   Upkarnoo
उपकला Upkala
उपकल्प      Upkalap
उपकल्पन   Upkalpan
उपकल्पना        Upkalpana
उपकल्पित        Upkalpit
उपकार Upkaar
उपकारी      Upkaari
उपकुल Upkool
उपकुलपति        Upkoolpati
उपकृत Upkrit
उपकृषक      Upkrishak
उपकेंद्र        Upkender
उपकेन्द्रों       Upkendero
उपकेश Upkesh
उपक्रम      Upkram
उपक्रमण   Upkraman
उपक्रमणिका  Upkramanika
उपक्रमों        Upkramo
उपक्रामी        Upkrami
उपक्षय      Upshaya
उपक्षार   Upshaar
उपखंड Upkhand
उपखण्ड      Upkhand
उपखाड़ी      Upkhadi
उपख्यान   Upkhyan
उपगण    Upgan
उपगामी      Upgaami
उपगीत Upgeet
उपगुप्त   Upgupt
उपग्रह      Upgrah
उपग्रहीय        Upgrahi
उपग्रहों        Upgraho
उपग्राम   Upgram
उपचय    Upchai
उपचयाधार        Upchaidhar
उपचर्म      Upcharm
उपचार Upchar
उपचारात्मक  Upcharatmav
उपचारिका        Upcharika
उपचारित   Upcharit
उपचारी      Upchari
उपचारों   Upcharo
उपचित Upchit
उपचित्र   Upchitar
उपचुनाव   Upchunav
उपज       Upaj
उपजता Upajta
उपजना upajna
उपजा    Upja
उपजाऊ Upjaau
उपजाए Upjaaye
उपजात Upjaat
उपजाति      Upjaati
उपजातियाँ     Upjaatiya
उपजातियों     Upjaatiyo
उपजाने      Upjaane
उपजाया      Upjaaya
उपजिला      Upjila
उपजी    Upji
उपजीवन      Upjivan
उपजे    Upje
उपज्ञा      Upgya
उपज्ञाता        Upgyata
उपठेका      Uptheka
उपठेकेदार     Upthekedaar
उपतंत्र   Uptantar
उपदान Updaan
उपदेश Updesh
उपदेशक      Updeshak
उपदेशात्मक  Updeshatmak
उपदेशों   Updesho
उपदेश्य   Updeshya
उपद्रवकारिता    Updravkarita
उपद्रवकारी  Updravkari
उपद्रवपूर्ण       Updravpuran
उपद्रविता     Updravita
उपद्रवी   Updravi
उपद्रवों        Updravo
उपधारा      Updhara
उपधृति      Updhrati
उपनगर Upnagar
उपनगरवासी     Upnagarvasi
उपनगरीय   Upnagriya
उपनगरों   Upnagro
उपनदियाँ        Upnadiya
उपनयन Upnayan
उपनाम Upnaam
उपनामों   Upnaamo
उपनाह Upnaah
उपनिदेशक        Upnedeshak
उपनिधाता        Upnidhata
उपनियम      Upniyam
उपनिरीक्षक  Upnirishak
उपनिर्वाचन  Upnirvachan
उपनिवेश   Upnivesh
उपनिवेशक        Upniveshak
उपनिवेशवाद  Upniveshvaad
उपनिवेशवादियों      Upniveshvaadiyo
उपनिवेशी        Upniveshi
उपनिवेशीकरण       Upniveshikaran
उपनिवेशीय     Upniveshiya
उपनिवेशों     Upnivesho
उपनिषद      Upnishad
उपनिषदो   Upnishado
उपनिषदों        Upnishadoo
उपनिषद्   Upnishad
उपनेता      Upneta
उपनेत्र   Upnetar
उपनेमका   Upnemka
उपन्यास   Upnyaas
उपन्यासकार  Upnyaaskaar
उपन्यासकारों    Upnyaaskaaro
उपन्यासिका  Upnyasika
उपन्यासों     Upnyaaso
उपपट्टा   Uppatta
उपपट्टेदारी       Uppattedari
उपपद    Uppad
उपपरिवार        Upparivar
उपपादक      Uppadak
उपपादन      Uppadan
उपपाद्य   Uppaadh
उपपुर Uppur
उपपृष्ठ   Upprashat
उपप्रकार        Upprakar
उपप्रजाति     Upprajati
उपप्रधानमंत्री      Uppradhanmantri
उपप्रमुख        Uppramukh
उपप्रमेय        Uppremay
उपबंध Upbandh
उपबंधक      Upbandhak
उपबंधित   Upbandhit
उपबंधों   Upbandho
उपबन्धित        Upbandhit
उपबर्हण   Upbrahan
उपबोली      Upboli
उपभवन Upbhavan
उपभाग Upbhag
उपभाषा      Upbhasha
उपभाषाएँ        Upbhashaye
उपभाषाओं        Upbhashao
उपभुक्त   Upbhukat
उपभेद Upbhed
उपभेदों   Upbhedo
उपभोक्ता        Upbhogta
उपभोक्ताओं  Upbhogtao
उपभोक्तावाद       Upbhogtavaad
उपभोक्तावादी    Upbhogtavadi
उपभोग Upbhog
उपभोगता   Upbhogta
उपभोजित   Upbhojit
उपभोज्य   Upbhojya
उपमंडल      Upmandal
उपमंत्री        Upmantri
उपमण्डल   Upmandal
उपमहाद्वीप  Upmahadveep
उपमहाद्वीपीय    Upmahadveepya
उपमहानिदेशक       Upmahanedeshak
उपमा    Upma
उपमाओं      Upmao
उपमान Upmaan
उपमुख्यमंत्री Upmukhyamantri
उपमेय Upmay
उपयंत्र   Upyantra
उपयाजक      Upyajak
उपयुक्त   Upyukat
उपयुक्तता     Upyuktaa
उपयोक्ता        Upyokta
उपयोक्ताओं  Upyoktao
उपयोग Upyog
उपयोगकर्ता  Upyogkarta
उपयोगकर्ताओं    Upyogkaryao
उपयोगिता        Upyogita
उपयोगिताओं  Upyogito
उपयोगितावाद       Upyogitavad
उपयोगितावादी    Upyogitavadi
उपयोगी      Upyogi
उपयोगीकरण     Upyogikaran
उपयोगों   Upyogo
उपयोजना   Upyojna
उपय्योगी        Upyyogi
उपर       Upar
उपरति Uprati
उपरना Uprna
उपरला Uparla
उपरवार      Uparvaar
उपराजदूत        Upraajdoot
उपराजप      Upraajap
उपराजा      Upraja
उपराज्यपाल  Uprajyapal
उपरान्त   Uprant
उपराष्ट्रपति    Uprashtrapati
उपराष्ट्रपतित्व   Uprashtrapatitav
उपरि    Upari
उपरिकेंद्र  Uprikendra
उपरिवर्ती     Uprivarti
उपरिव्यय        Uprivyaya
उपरिशायी        Uprishai
उपरी    Upri
उपरोक्त   Uprokat
उपरोक्तानुसार Uprokatanusaar
उपरोप Uprope
उपर्युक्त     Uparyukat
उपल       Upal
उपलक्ष      Uplaksh
उपलक्षक   Uplakshak
उपलक्षण   Uplakshan
उपलक्षित        Uplakshit
उपलक्ष्य        Uplakshya
उपलब्द्ध        Uplabadh
उपलब्द्धि     Uplabdhi
उपलब्ध      Uplabdh
उपलब्धता        Uplabhta
उपलब्धि   Uplabdhi
उपलब्धियाँ  Uplabdhiya
उपलब्धियां  Uplabdhiya
उपलब्धियों  Uplabdhiyo
उपलभ्य      Uplabhya
उपलवृष्टि     Upalvrishti
उपला    Upla
उपलेख Uplekh
उपवंश Upvansh
उपवन    Upvan
उपवर्गों        Upvargo
उपवाक्य   Upvakya
उपवास Upvaas
उपविजेता        Upvijayta
उपविधियों     Upvidhiyo
उपविष्ट   Upvisht
उपवीत Upveet
उपवीथी      Upvidhi
उपवेद Upved
उपव्यवसाय     Upvyavyaas
उपशब्द      Upshabad
उपशम    Upsham
उपशमन Upshaman
उपशमनीय   Upshamaniya
उपशाखा      Upshakha
उपशिक्षक        Upshikshak
उपशीर्षक        Upshirsak
उपशुल्क   Upshulak
उपश्रुति        Upritu
उपश्रेणियाँ       Upshreniya
उपश्रेणियों       Upshreniyo
उपश्रेणी        Upshreni
उपसंपादक        Upsanpadak
उपसंवर्ध        upsanvardh
उपसंहार   Upsanhaar
उपसचिव      Upaschiv
उपसभापति        Upsabhapati
उपसमिति   Upsamiti
उपसमुच्चय     Upsamuchya
उपसमूह      Upsamuh
उपसर्ग      Upsarg
उपसर्गों        Upsargo
उपसादन      Upsaadan
उपसाधक      Upsaadhak
उपसाधन      Upsaadhan
उपसौर Upsoor
उपस्कर      Upaskar
उपस्करों        Upaskaro
उपस्कृत   Upaskrat
उपस्तरण   Upsatran
उपस्थ Upsath
उपस्थापक        Upsthapak
उपस्थापन        Upsthapan
उपस्थापित     Upsthapit
उपस्थित   Upasthith
उपस्थिति        Upsthithi
उपस्थितिपंजी    Upasthithipanji
उपस्री      Upistri
उपहार Uphaar
उपहारदान        Uphaardaan
उपहारों   Uphaaro
उपहास Uphaas
उपहासपूर्ण  Uphaaspuran
उपहासी      Uphaasi
उपांग Upang
उपांगीय   Upangiya
उपांग्      Upaang
उपांतिक   Upaantik
उपाकर्म   Upakram
उपाख्यान        Upakhyaan
उपाख्यानात्मक Upakhyaanaatmak
उपाख्यानों  Upakhyaano
उपागम Upagam
उपादान      Upadaan
उपादानों        Upadaano
उपादेय      Upadey
उपादेयता        Upadeyta
उपाधि Upadhi
उपाधिधारी     Upadhidhari
उपाधिपत्र     Upadhipatar
उपाधियाँ        Upadhiya
उपाधियां        Upadhiya
उपाधियों        Upadhiyo
उपाधी Upadhi
उपाध्यक्ष     Upadhayaksh
उपाध्याय        Upadhyaya
उपाध्यायानी       Upadhyayani
उपान    Upaan
उपापचय      Upapachya
उपापचयी   Upapchyi
उपाबंध      Upabandh
उपाय    Upaye
उपायतः      Upayethe
उपायन Upayan
उपायुक्त        Uoayukat
उपायों      Upayo
उपायोजक   Upayojak
उपार्जन   Uparjan
उपार्जित        Uparjit
उपार्थ      Uparth
उपालंभ      Upalambh
उपाश्रय   Upashray
उपाश्रित        Upashrit
उपासक Uoasak
उपासकों   Upasako
उपासन Upasan
उपासना      Upasana
उपासनागृह     Upasanagrah
उपासनीय   Upasniya
उपासा Upasa
उपास्थि   Upasathi
उपास्य      Upasaya
उपेंद्र   Upendra
उपेक्षक   Upeshak
उपेक्षणीय     Upeshakniya
उपेक्षा   Upekska
उपेक्षाकारी       Upekshakari
उपेक्षापूर्ण    Upekshapuran
उपेक्षापूर्वक Upekshapurvak
उपेक्षावस्था    Upekshavastha
उपेक्षाशील  Upekshashel
उपेक्षित        Upekshit
उपेक्षिता     Upekshita
उपेक्ष्य        Upekshaya
उपेन्द्र        Upendra
उपेन्द्रनाथ       Upendranath
उपोत्पाद        Upotpaad
उपोष्ण      Uposhan
उपोष्णीय        Uposhaniya
उप्साला   Upsaala
उफ  Uff
उफनना Uffanna
उफान    Uffan
उबंटू Ubantu
उबकना Ubakna
उबकाई Ubkaai
उबटन    Ubtan
उबर       Ubar
उबरकर Ubarkar
उबरना Ubarna
उबरने Ubarne
उबलता Ubalta
उबलते Ubalte
उबलना Ubalna
उबलने Ubalne
उबला    Ubla
उबले    Uble
उबाऊ    Ubayu
उबार    Ubar
उबारना      Ubarna
उबारने      Ubarne
उबारा ubara
उबाल    ubaal
उबालकर      ubaalkar
उबालते      ubaalte
उबालना      ubaalna
उबालने      ubaalne
उबाला ubaala
उबालें      ubaalen
उबासी ubaasi
उब्लांक   ublaank
उब्लियट   ubliyat
उभय       ubahay
उभयचर ubahachar
उभयचरों   ubahaycharoon
उभयनिष्ठ        ubhaynishth
उभयरोधी   ubhayrodhi
उभयलिंग   ubahayling
उभयलिंगता     ubhaylingtaa
उभयलिंगिता  ubhaylingitaa
उभयलिंगी        ubhaylingee
उभयलैंगिकता       ubhaylengiktaa
उभयोष्ट्य     ubhayosthya
उभर       ubhar
उभरकर ubharkar
उभरता ubhartaa
उभरती ubharti
उभरते ubharte
उभरना ubharnaa
उभरने ubharne
उभरा    ubhraa
उभरी    ubhri
उभरे    ubhre
उभरेगा      ubhregaa
उभाड    ubhad
उभार    ubhar
उभारक ubharak
उभारदार   ubhardaar
उभारना      ubharnaa
उभारने      ubharne
उभारा ubharaa
उभारों      ubharoon
उभालना      ubhalnaa
उभाड़    ubhadn
उभियाना   ubhiyaana
उभड़ना ubhadnaa
उभड़नेवाला     ubhdnewala
उमंग    umang
उमंगें      umangen
उमंगों      umangoon
उमग       umag
उमड       umad
उमय्यद      umayyad
उमर       umar
उमरकोट      umarkot
उमरा    umaraa
उमराव umrao
उमरिया      umariyaa
उमरी    umari
उमस       umas
उमसपन umsapan
उमा       uma
उमाकांत   umakant
उमानाथ      umanath
उमापति      umapati
उमाशंकर   umashakar
उमेटना      umetnaa
उमेठना      umathnaa
उमेद    umed
उमेश    umesh
उम्दा umdaa
उम्मिदवार     ummidvaar
उम्मीद      ummeed
उम्मीदवार     ummeedvaar
उम्मीदवारी  ummeedvari
उम्मीदवारों       ummeedwaroon
उम्मीदे   ummeede
उम्मीदें        ummeeden
उम्मीदों        ummmeedon
उम्मेद      ummed
उम्र    umr
उम्रकैद   umrkaid
उम्रकैदी        umrkaidee
उम्रक़ैद   umrkaid
उमड़       umad
उमड़ना umadnaa
उमड़ने umadne
उमड़ा    umdha
उमड़ाना      umadhnaa
उमड़ी    umdhee
उर  ur
उरई       urai
उरग       urag
उरण       uran
उरद       urad
उरसिज ursiz
उराँव uraonv
उरी       uri
उरुग्वे   uruguay
उरुबू urooboo
उरेह    ureh
उरोस्थि   uroothi
उर्जा urjaa
उर्दु urdu
उर्दू urdoo
उर्ध्व      urdhv
उर्ध्वगामी  urdhvgamee
उर्ध्ववृत्तचिट्र        urdthvratyachitra
उर्ध्वाधर     urdhavadhar
उर्मिला   urmilaa
उर्वर urvar
उर्वरक      urvarak
उर्वरकों        urvarkoon
उर्वरण      urvaran
उर्वरता   urvartaa
उर्वरा      urvaraa
उर्वराशक्ति       urvaraashakti
उर्वशी      urvashi
उलंघन ulaghan
उलझ       ulajh
उलझती ulajhtee
उलझन    uljhan
उलझना ulajhnaa
उलझने uljhane
उलझनें      uljhanen
उलझनों      uljhanoon
उलझा    uljha
उलझाए uljhaye
उलझाना      ulajhanaa
उलझी    uljhee
उलझे    uljhee
उलझेड़ा      uljhedha
उलट       ulat
उलटकर ulatkar
उलटना ulatnaa
उलटनीय      ulatniye
उलटने ulatne
उलटफेर      ulatpher
उलटवाँसी        ulatvaanshi
उलटा    ultaa
उलटाना      ultaanaa
उलटाव ultav
उलटी    ulati
उलटे    ulte
उलथा    ultha
उलप्य ulapy
उलमा    ulmaa
उलहना ulhnaa
उलाहना      ulahana
उलिचना      ulichana
उलूक    ulook
उलूखल ulookhal
उलूपी uloopee
उलूम    uloom
उलेमा ulemaa
उलेमाओं   ulemaaon
उल्का ulkaa
उल्कापात        ulkaapaat
उल्कापिंड     ulkaapind
उल्काश्मिक  ulkaismik
उल्झन uljhan
उल्टा ultaa
उल्टियाँ        ultiyaan
उल्टी ulti
उल्टे ulte
उल्फा ulfaa
उल्लंघन   ulanghan
उल्लंघनों     ulanghanoo
उल्लंधन   ulandhan
उल्लघंन   ulanghan
उल्लसित   ullsit
उल्ला ulla
उल्लास      ullaas
उल्लासपूर्ण       ullaaspurn
उल्लासोन्माद    ullaasonmaad
उल्लाह      ullaah
उल्लिखित        ullikhit
उल्लू ulloo
उल्लेख      ullekh
उल्लेखन   ullekhan
उल्लेखनीय     ullekhaniye
उल्लेखित        ullekhit
उल्लेखों        ullekhoon
उल्स्टर   ullaster
उल्हास      ullaas
उल्हासनगर     ullaasnagar
उल्हासपूर्वक    ullaaspurvak
उष  ush
उषा       usha
उषाकर ushakar
उषाकाल      ushakaal
उष्ण    ushn
उष्णकटिबंध  ushnkatibandh
उष्णकटिबंधीय    ushnkatibandhiye
उष्णकटिबन्ध       ushnkatibandh
उष्णकटिबन्धी    ushnkatibandhee
उष्णकाल   ushnkaal
उष्णता      ushntaa
उष्णप्रदेशीय    ushnpradeshiye
उष्णीष      ushniye
उष्णोत्स        ushnootsav
उष्म    ushm
उष्मक ushmak
उष्मा ushmaa
उष्मिक      ushmik
उष्मीय      ushmiye
उस  us
उसक       usak
उसका    uskaa
उसकी    uskee
उसके    uske
उसको    uskoo
उसनना usanna
उसने    usne
उसपर    uspar
उसमान usmaan
उसमे    usme
उसमें usmen
उसर       usar
उसरी    usree
उससे    usse
उसास    ussaas
उसी       ussi
उसीके ussiki
उसीसा ussisaa
उसूल    usool
उसूलों      usoloon
उसे       use
उस्तरा      ustara
उस्ता ustaa
उस्ताद      ustaad
उस्तादी   ustaadi
उस्तादों        ustaadoon
उस्तुरा   usturaa
उस्मान      ussmaan
उस्मानपुर     ussmaanpur
उस्मानिया     ussmaaniyaa
उस्मानी   ussmanee
उहापोह      uhapoh
उक़ाब    ukaab
उज़बेकिस्तान       ujbeqistaan
उज़्बेक      uzbek
उज़्बेकिस्तान    uzbeqistaan
उड़कर    udkar
उड़ते    udte
उड़द       udadh
उड़न       udan
उड़नदस्ता        udandastaa
उड़ना    udnaa
उड़ने    udne
उड़नेवाला        udnewala
उड़ा       udha
उड़ाई    udhai
उड़ाऊ    udhao
उड़ाकर udhakar
उड़ाका udaakaa
उड़ाते udhate
उड़ान    udhaan
उड़ाना udhanaa
उड़ाने udhane
उड़ानें      udhanen
उड़ानों      udhanoon
उड़ाया udhayaa
उड़िसा udisaa
उड़ीसा orisaa
उड़े       ude
उड़ेलना      udelnaa
उढ़री    udhree
उफ़  uff
ऊँ  om
ऊँगलियों        ungliyoon
ऊँगली unglee
ऊँघ       ungh
ऊँच       unch
ऊँचा    unchaa
ऊँचाइयाँ        unchaiyaan
ऊँचाइयों        unchaiyoon
ऊँचाई unchai
ऊँची    unchi
ऊँचे    unche
ऊँचें unchen
ऊँट       unth
ऊँटनी untnee
ऊँटों untoon
ऊंगली ungliyoon
ऊंघना unghnaa
ऊंघाई unghai
ऊंच       uncch
ऊंचा    unccha
ऊंचाइयों        uncchaiyoon
